apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category
vaishnavi nakshatra,Yeshwanthpur Industrial Area,west,2,Moderatly Old,1000.0,1100.0,1195.0,1.3,"['Yeshwantpur metro', 'Tumkur Road', 'Mangalore - Villupuram Road', 'Fortis Hospital Rajajinagar', 'Columbia Asia Referral', 'Musical Fountain', 'Yeshwanthpur Junction']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low
phoenix one bangalore west,Rajajinagar,west,2,New Property,1500.0,1682.0,1761.0,4.5,"['Mahalakshmi Metro Station', 'Orion Mall', 'AH47, Yeshwanthpur Industrial Area', 'East West Public School', ""KLE Society's S Nijalingappa College"", 'Ananya Hospital', 'Kempegowda Intl Airport Bengaluru', 'Yeshwanthpur Junction']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",57.0,medium
phoenix one bangalore west,Rajajinagar,west,2,Relatively New,1500.0,1600.0,1761.0,4.5,"['Mahalakshmi Metro Station', 'Orion Mall', 'AH47, Yeshwanthpur Industrial Area', 'East West Public School', ""KLE Society's S Nijalingappa College"", 'Ananya Hospital', 'Kempegowda Intl Airport Bengaluru', 'Yeshwanthpur Junction']","['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",108.0,medium
phoenix one bangalore west,Rajajinagar,west,2,New Property,1400.0,1890.0,,5.01,"['Mahalakshmi Metro Station', 'Orion Mall', 'AH47, Yeshwanthpur Industrial Area', 'East West Public School', ""KLE Society's S Nijalingappa College"", 'Ananya Hospital', 'Kempegowda Intl Airport Bengaluru', 'Yeshwanthpur Junction']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",7.0,low
vaishnavi nakshatra,Yeshwanthpur Industrial Area,west,2,Moderatly Old,1000.0,1100.0,1200.0,1.3,"['Yeshwantpur metro', 'Tumkur Road', 'Mangalore - Villupuram Road', 'Fortis Hospital Rajajinagar', 'Columbia Asia Referral', 'Musical Fountain', 'Yeshwanthpur Junction']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low
prestige jdal city,Tumkur Road,west,2,New Property,776.0,1111.0,,1.25,"['Nagasandra', 'BIEC', 'AH 47', 'Soundarya Arts & Commerce Evening', 'Vijayashri Public School', 'Jindal Nature Cure Institute', 'Kempegowda International Airport', 'Chikka Banavara Junction', 'Manyata Tech Park', 'Taj Yeshwantpur', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sree Kantheerava Stadium']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'No open drainage around', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.0,low
mehta rajeshwari dwellgs,Rajarajeshwari Nagar,west,2,Old,1175.0,1271.0,1275.0,1.05,"['Raghavendra Swamy Mutt', 'Ganesha Temple', 'Shani Temple', 'Shri Nimishamba Devi Temple', 'Kalabhairava Temple', 'Gayatri Temple', 'Rajarajeshwari Temple', 'Kumaraswamy Temple', 'Sri Shanmukha Temple', 'Kaalikamba Temple', 'Sudhanva Health Care', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Unity Hospital Bengaluru Urban', 'Pramathana Dental Care', 'Sri Venkateshwara Nethralaya', 'Veturi Child Health Centre', 'Usha Vikranth Diagnostic Center and Hospital', 'Vasavi Mahal', 'Trust', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Bharat Petroleum', 'Apex bank', 'Hdfc bank', 'Punjab national bank', 'Canara bank', 'Canara bank', 'Santhrupthi Hotel', 'Kaapi Katte', ""Papa John's"", 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'Monish Corner', 'Andra Spice', 'Coffee Day', 'Global Village Cafeteria', 'Sun Pub', 'R.R. Cafe', 'BET Convent', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Carmel School Ground', 'Swargarani', 'Rajarajeshwari Vidya Shala', 'Global Academy of Technology', 'Saatvik Solutions LLP', ' library']",,0.0,low
prestige jdal city,Tumkur Road,west,2,Relatively New,643.0,970.0,,1.25,"['Nagasandra', 'BIEC', 'AH 47', 'Soundarya Arts & Commerce Evening', 'Vijayashri Public School', 'Jindal Nature Cure Institute', 'Kempegowda International Airport', 'Chikka Banavara Junction', 'Manyata Tech Park', 'Taj Yeshwantpur', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sree Kantheerava Stadium']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low
prestige jdal city,Tumkur Road,west,2,Relatively New,984.0,1169.0,,1.2,"['Nagasandra', 'BIEC', 'AH 47', 'Soundarya Arts & Commerce Evening', 'Vijayashri Public School', 'Jindal Nature Cure Institute', 'Kempegowda International Airport', 'Chikka Banavara Junction', 'Manyata Tech Park', 'Taj Yeshwantpur', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sree Kantheerava Stadium']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low
sukalpa aishika,Mallathahalli,west,2,New Property,890.0,900.0,1000.0,0.65,"['Shri Laxmi Narasimha Swamy Temple', 'Mata Amritanandamayi Math', 'Muneshwara Temple', 'Manjunatha Dental clinic', 'Abivrud Cancer Care & Research Centre', 'Dr. Mahesh Clinic', 'Nanjundeshwara Dental Clinic', 'Noble Dental Care', 'Ideal Health Care Centre', 'Abhay Hospital', 'Revathi Hospital', 'Disha Kids Clinic', 'Dr. Reddy ENT Care Centre', 'Sankalpa Hospital', 'Cosmic Health Centre', 'Chandana Hospital', 'Panacea Hospital Nagarabhavi', 'Deepashri Hospital', 'Essential Hospital', 'Murali dental clinic', 'Dhanush Hospital', 'Ullalu Government Hospital', 'S K Hospital Bengaluru Urban', 'Moulya Medicals', 'Careongo Pharmacy Teachers Colony', 'Petrol Station', 'Petro Gas Station', 'Indian Oil', 'Andhra bank', 'State bank of india', 'Allahabad bank', 'Canara bank', 'Swathi Restaurant', 'Nammura Tindi', 'Ron-Inn Bar & Restaurant', 'University Cafeteria', 'By2coffee', 'Canteen NLSIU', 'SLV Grand', 'Dr. Ambedkar Institute of Technology', 'Bangalore University', 'St. Jhons high school', 'NRI Institute', 'Department of Geology', 'Jindal Government School', 'Orchids The International School', 'East West Institue of Technology', 'National Law School of India University', 'Bangalore Blaze Girls High School', 'East West College of Pharmacy']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff']",86.0,medium
casagrand aquene,Kengeri,west,2,New Property,1057.0,1256.0,,0.85,"['Kengeri Metro Station', 'Gopalan Arcade Mall', 'Mysore Rd, Kengeri', 'BKP International Public School', 'PES University', 'HK Hospital', 'Kempegowda International Airport', 'Kengeri Railway Station', 'Nitai Gaur Complex', 'ITC Gardenia', 'Wonderla Amusement Park', 'Bengaluru Golf Club', 'UCPE Stadium']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'False Ceiling Lighting', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",0.0,low
brigade horizon,Mysore Road,west,2,Under Construction,669.41,1063.0,1064.0,0.9,"['Jnanabharathi Metro Station', 'Challaghatta Metro Station', 'Gopalan Arcade Mall', 'Mysore Road (NH 275)', 'Christ Kengeri Campus', 'Gospel International School', 'Bangalore Hospital Kengeri', 'Kempegowda International Airport', 'Jnana Bharati Halt', 'Sattva Global City', 'ITC Gardenia', 'Wonderla Amusement Park, Bengaluru', 'Wonderla Amusement Park', 'Bengaluru Golf Club', 'UCPE Stadium']","['Security / Fire Alarm', 'Power Back-up', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low
best apartments,Rajarajeshwari Nagar,west,2,Moderatly Old,988.0,1142.0,1235.0,0.78,"['Raghavendra Swamy Mutt', 'Ganesha Temple', 'Shani Temple', 'Kalabhairava Temple', 'Gayatri Temple', 'Shri Nimishamba Devi Temple', 'Rajarajeshwari Temple', 'Sudhanva Health Care', 'Unity Hospital Bengaluru Urban', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Sri Venkateshwara Nethralaya', 'Veturi Child Health Centre', 'Usha Vikranth Diagnostic Center and Hospital', 'Medical Center', 'Vasavi Mahal', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Apex bank', 'Hdfc bank', 'Punjab national bank', 'Uco bank', 'State bank of india', 'Canara bank', 'Canara bank', 'Santhrupthi Hotel', 'Kaapi Katte', 'Coffee Day', ""Papa John's"", 'Pallavi', 'Andra Spice', 'Global Village Cafeteria', 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'Sun Pub', 'Monish Corner', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Chitrakala Parishattu', 'BET Convent', 'RNS Institute of Technology', 'Carmel School Ground', 'JSS Academy of Technical Education', 'Swargarani', 'Rajarajeshwari Vidya Shala', ' library']","['Security / Fire Alarm', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Waste Disposal', 'Rain Water Harvesting']",0.0,low
phoenix one bangalore west,Rajajinagar,west,2,Relatively New,1500.0,1740.0,1890.0,4.0,"['Mahalakshmi Metro Station', 'Orion Mall', 'AH47, Yeshwanthpur Industrial Area', 'East West Public School', ""KLE Society's S Nijalingappa College"", 'Ananya Hospital', 'Kempegowda Intl Airport Bengaluru', 'Yeshwanthpur Junction']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low
bhavya coral,1st Block RajajiNagar,west,2,New Property,1008.0,1120.0,1400.0,1.81,"['Rajajinagar metro station', 'Philips Arena Showroom', 'Marammadevi Temple', 'Ganesha Temple', 'Punyadhaama Raghavendra Mutt', 'Vasan Dental Care', 'The Family Doctor Malleswaram', 'Fortis Hospitals Limited Rajajinagar', 'Ananya Hospital', 'Cauvery Clinic and Laboratory', 'Diacon Hospital', 'Fortis Hospital', ""Dr. Agrawal's Eye Hospital"", 'Vasan Eye Care Hospital', 'Confident Dental Care', 'ChanRe Rheumatology and Immunology Center and Research', 'Mona Clinic and Lab', 'Sanjay Urology and Andrology Center', 'Braces and Faces', 'Lakshmi Convention Hall', 'SS Pharma & Surgicals', 'Aster Pharmacy', 'Sri Banashankari Medicals', 'Homoeo Mart', 'Go Gas', 'State bank of india', 'Rbl bank', 'Corporation bank', 'Goli Vada Pav No. 1', 'Olive Garden', 'Big Mishra Pedha', 'Udupi Veg', 'Cane Crush', 'Hassan Iyenger Bakery', 'Metro Grand Upahara', 'Udupi Veg', 'Lassi Shop', 'New Sagar Fast Food', 'Baba Chatkora', ""Brahmin's Thatte Idli"", 'Sree Gajendra Juice and Chaats Center', 'Singeri Home Made Meals', ""Domino's"", 'Dwinks Gastropub', 'Sarayu Fine Dine', 'Aramane Hotel', 'Eyecon', 'Reva Elevators', 'Valens Elvators', 'Olety Property Management']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'No open drainage around', 'Bank Attached Property', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']",0.0,low
provident sunworth city,Mysore Road,west,2,Moderatly Old,,885.0,,0.46,"['Asirvanam Benedict Church', 'Muneshwara temple', 'Rajarajeshwari Hospital and Medical College', 'Hk Hospital', 'Belaku Eye Hospital', 'Mathru Hospital - Bangalore', 'The Patterns Club', 'Sneha Jyoti Oldage home', 'IBS business school']",,0.0,low
provident sunworth city,Mysore Road,west,2,New Property,,884.0,,0.61,"['Asirvanam Benedict Church', 'Muneshwara temple', 'Rajarajeshwari Hospital and Medical College', 'Hk Hospital', 'Belaku Eye Hospital', 'Mathru Hospital - Bangalore', 'The Patterns Club', 'Sneha Jyoti Oldage home', 'IBS business school']",,0.0,low
shapoorji pallonji parkwest,Binny Pete,west,2,Relatively New,,1227.0,1365.0,1.55,"['Mysuru Road Metro Station', 'ETA Namma Mall', 'Mysore Road', 'ORCHIDS The International School', 'Karnataka Samskrit University', 'The Venlakh Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Reylon Softtech Limited', 'Hyatt Centric Bangalore', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sri Kanteerava Outdoor Stadium']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low
gopalan olympia,Mysore Road,west,2,New Property,,1020.0,,0.83,"['Challaghatta Metro Station', 'Gopalan Arcade Mall', 'National Highway 275', 'CHRIST Bengaluru Kengeri Campus', 'ORCHIDS The International School', 'Rajarajeshwari Hospital', 'Kempegowda International Airport', 'Hejjala railway station', 'Sattva Global City', 'The Garden Asia Resort', 'RRMC Cricket Ground']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low
ds max samyak,Bheemanakuppe,west,2,Under Construction,,991.0,1103.0,0.56,"['Challaghatta Metro Station', 'KHB Mall', 'NH 275 (Madras Road)', 'St. Gregorios Public School', 'Rajarajeswari College of Engineering', 'Rajarajeshwari Hospital', 'Kempegowda International Airport', 'Benachakallu Rajeev gandhi ground', 'Bengaluru City Railway Station', 'Vaishnodevi Industrial Estate', 'Srinidhi Grand Inn Hotel']","['Private Garden / Terrace', 'Intercom Facility', 'High Ceiling Height', 'False Ceiling Lighting', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Swimming Pool', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",0.0,low
brigade gateway,Rajajinagar,west,2,Moderatly Old,1000.0,1100.0,1300.0,2.5,"['Mahakavi Kuvempu', 'Orion Mall', 'Christ The King', 'University College', 'Manipal Hospital', 'Kempegowda Int', 'Mahalakshmi', 'WTC Annexe', 'Sheraton Grand', 'Funworld water park', 'Bengaluru Golf Club', 'Nadaprabhu']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",57.0,medium
golden grand,Yeshwanthpur Industrial Area,west,2,Moderatly Old,1200.0,1400.0,1570.0,2.0,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Axis bank ATM', 'Mysore Hospital', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Dr. Srikanth Kp', 'Government Maternity Hospital', 'People Tree Hospitals', 'Lourdes High School', 'Ganesha Ground', 'Nandini Medicals', 'Medicine Point', 'Suprith', 'SLN medical and general stores', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'Parking', 'Indian Oil', 'HP Petrol Pump', 'Petrol Pump', 'Hindustan Petroleum', 'Andhra bank', 'Canara bank', 'Axis bank', 'Union bank', 'Lic bank', 'Icici bank', 'Bank of baroda', 'Corporation bank', 'State bank of india', 'PVR Cinemas', 'KFC', 'Hotel Prabha International', 'Kadamba Fast Food', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'Annapurna Restaurant', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Samosa', 'L.C.R. English School', 'M.S.Polytechnic', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",50.0,medium
deccan heights,Rajarajeshwari Nagar,west,2,Old,1048.0,1310.0,,0.75,"['Rajarajeshwari nagar metro station', 'Shani Temple', 'Shri Nimishamba Devi Temple', 'Ganesha Temple', 'Raghavendra Swamy Mutt', 'Church', 'Kalabhairava Temple', 'Icici ATM', 'Sri Venkateshwara Nethralaya', 'Pramathana Dental Care', 'Satvik Dental Clinic', 'Yogeshwara Clinic', 'Veturi Child Health Centre', 'Rc Hospital', 'Vasan Eye Care Hospital Rajarajeswari Nagar', 'Sudhanva Health Care', 'Usha Vikranth Diagnostic Center and Hospital', 'Vasavi Mahal', 'Trust', 'Bharat Petroleum', 'Total Gaz', 'Hindustan Petroleum', 'Canara bank', 'Punjab national bank', 'Icici bank', 'Axis bank', 'Apex bank', 'Hdfc bank', 'Big Cinemas', 'Monish Corner', 'Adigas Mookambike', 'Beijing Bites', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', ""Papa John's"", 'Twillight Tandoor Resto', 'Stone House Cafe', 'R.R. Cafe', 'Kaapi Katte', ""McDonald's"", 'KFC', 'Eastwind Delicious Biryani', 'Global Academy of Technology', 'Carmel School Ground', 'BET Convent', 'Young World', 'Rajarajeshwari Vidya Shala', 'Urban DIET', 'Saatvik Solutions LLP']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",16.0,low
golden grand,Yeshwanthpur Industrial Area,west,2,Moderatly Old,1000.0,1200.0,1400.0,1.65,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Axis bank ATM', 'Mysore Hospital', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Dr. Srikanth Kp', 'Government Maternity Hospital', 'People Tree Hospitals', 'Lourdes High School', 'Ganesha Ground', 'Nandini Medicals', 'Medicine Point', 'Suprith', 'SLN medical and general stores', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'Parking', 'Indian Oil', 'HP Petrol Pump', 'Petrol Pump', 'Hindustan Petroleum', 'Andhra bank', 'Canara bank', 'Axis bank', 'Union bank', 'Lic bank', 'Icici bank', 'Bank of baroda', 'Corporation bank', 'State bank of india', 'PVR Cinemas', 'KFC', 'Hotel Prabha International', 'Kadamba Fast Food', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'Annapurna Restaurant', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Samosa', 'L.C.R. English School', 'M.S.Polytechnic', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']","['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",7.0,low
ishtika agastya apartment,Yeshwanthpur,west,2,Relatively New,795.0,1060.0,,0.69,"['Goraguntepalya metro station', 'Peenya metro station', 'Shiva Temple', 'Ganapathi Temple', 'Corporation bank ATM', 'Indian bank ATM', 'Axis bank ATM', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Mysore Hospital', 'Dr. Srikanth Kp', 'People Tree Hospitals', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Lourdes High School', 'Kanva Hospital', 'Boregowda Lingamma Hospital', 'Parking', 'Metro Station Parking', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'HP Petrol Pump', 'Indian Oil', 'Reliance', 'Petrol Pump', 'Lic bank', 'Canara bank', 'Andhra bank', 'Axis bank', 'Union bank', 'Icici bank', 'Bank of baroda', 'Corporation bank', 'State bank of india', 'PVR Cinemas', 'NID Open Air Auditorium', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Samosa', 'Hotel Prabha International', 'Hotel Madeshwara', 'Sher-e-Punjab Dhaba', 'Adarsh Dhaba', 'NID Canteen', 'KFC', 'Kadamba Fast Food', ""McDonald's"", 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']","['Power Back-up', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'No open drainage around', 'Natural Light', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low
shapoorji pallonji parkwest,Binny Pete,west,2,New Property,,1405.0,,1.58,"['Mysuru Road Metro Station', 'ETA Namma Mall', 'Mysore Road', 'ORCHIDS The International School', 'Karnataka Samskrit University', 'The Venlakh Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Reylon Softtech Limited', 'Hyatt Centric Bangalore', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sri Kanteerava Outdoor Stadium']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low
prestige jdal city,Tumkur Road,west,2,Relatively New,762.0,980.0,1085.0,1.25,"['Nagasandra', 'BIEC', 'AH 47', 'Soundarya Arts & Commerce Evening', 'Vijayashri Public School', 'Jindal Nature Cure Institute', 'Kempegowda International Airport', 'Chikka Banavara Junction', 'Manyata Tech Park', 'Taj Yeshwantpur', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sree Kantheerava Stadium']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",77.0,medium
