apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility
in Sowparnikaa Swastika Apartment,"Attibele, near Bommasandra",south,2,1 to 5 Year Old,800 sq.ft,900 sq.ft,1050 sq.ft,70 Lac,"['Elite Hospital', 'Aastha Hospital', 'Sri Raghava Childrens And General Hospital', 'Sarathi Clinic', 'Saraswathi Healthcare', 'N.R. Hospital', 'Shanvi Dental Clinic', 'Shrinivasa Clinic', 'Check Post', 'Attibele', 'Indian Oil', 'Indian Oil']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
in JR Nexus,"Marsur, Bangalore",south,2,1 to 5 Year Old,,,1310 sq.ft,70 Lac,"['Hanuman Temple', 'London Hospital', 'Athreya Hospital Chandpura', 'Athreya Hospital', 'Sri Swaranaamrutha Hospital', 'RMHC Homeopathy Clinic', 'Jaya Krishna Clinic', 'Naryana Hrudalya', 'Balaji Clinic', 'Federal bank surya nagar', 'Hotel Sinchara Electronic City']","['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in HM World City,"Royal LakeFront Phase-3 North, JP Nagar",south,2,1 to 5 Year Old,,,1377 sq.ft,1.25 Cr,"['SBI ATM', 'BOB ATM', 'Axis Bank ATM', 'Canara Bank ATM', 'HDFC bank ATM', 'Tara day Care Hospital', 'TR Hospital', 'Rajnandini Hospital', 'Vijayashree hospital', 'Sri Sai Ram Hospital', 'The Indian Rasoi', 'New udupi Grand', 'kakal Danapani Fine Dining', ""Chandrima's Kitchen"", 'Swad Puneri']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
in Shravanthi Pristine,"Omkar Nagar, Bannerghatta Road",south,2,5 to 10 Year Old,,,800 sq.ft,45 Lac,"['Islamia Institue Masjid', 'Sai Baba Temple', 'Cave Temple', 'Sri Gowri Shankara Temple', 'Yes bank ATM', 'Axis ATM', 'Sbi ATM', 'Vasan Eye Care Hospital Bannergatta Road', 'Narayana Nethralaya', 'T.R.Hospital', 'Meenaakshi Convention Center', 'Apollo Pharmacy', 'Shree Lakshmi Medicals', 'Arekere MICO Layout Bus Station', 'Hulimavu Indian Oil Gastation', 'Bharat Petroleum', 'Ujjivan bank', 'State bank of india', 'State bank of india', 'South indian bank', 'Canara bank', 'Cinepolis', 'BGS NPS Auditorium', ""Domino's Pizza"", 'TGIF', ""McDonald's"", 'Oye Amritsar', 'KFC', 'The Pint Room', 'Kalmane Koffees', 'Cafe Coffee Day', 'Aharam - The Food Court', 'Rajdhani Thali', 'Aishwarya Parkland', 'Athithi Andhra Style Restaurant', 'Janak Vidyalaya Bommana Halli Cmc', 'Aradhana EHPS Arakere Arakere', 'Aradhana Academy', 'Aradhana KHPS Arakere', 'Shine Eng School Arakere', 'Euro Kids', 'Aecs Magnolia Maruthi Public School Arakere', 'Islamia Institute of Technology', 'Skalvi School', 'Clever Land Kottanuru Dinne Kothanur', 'Lords School', 'GHPS Arakere', 'Transcend', 'BPL', 'Classic Orchards Swimming Pool']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Rain Water Harvesting']"
in Vandana East Wood,"Harlur, Bangalore",south,2,undefined,,1075 sq.ft,,60 Lac,"['Residency Park Temple', 'Sri Mariyamma Temple', 'Temple', 'Axis ATM', 'Canara bank ATM', 'Hdfc ATM', 'Coorporation bank ATM', 'Icici ATM', 'Hdfc bank ATM', 'Andhra bank ATM', ""Your's pet"", 'Liss Medical and Dental Clinic', 'A K Clinic', 'Cure & Care Dental Clinic Dr. Moumita Mukherjee', 'health nest', 'Vita Family Clinic', 'Aria Clinic', 'Hospitec Multispeciality Hospital', 'BESCOM HSR', 'MedPlus', 'Sree Shakthi medicals', 'Apollo Pharmacy', 'Aria Pharma', 'Indian Oil', 'State bank of india', ""Domino's Pizza"", 'Fish & Fries', 'Cafe 27', 'Veg Sagar', 'Goli Vada Pav', 'Bhagya Veg Hotel', 'Mishmash', ""Wang's Kitchen"", 'Reddy Restaurant', 'Vasudev Adigas', 'Papa Johns Pizza', 'punjab tadka', 'Vibgyor', 'Chinmaya Vidya Mandira Bommana Halli', 'GHPS Aralakunate', 'New Madar Teresa', 'Floretz Montessori', 'GULPS Parangipalya BBMP Agara', 'Mekale HPS', 'National Institute of Fashion Technology Bangalore', 'Cambridge School ICSE', 'GHPS Bandepalya', 'Gnan Shristi', 'Uber', 'TVS goods office']",
in SV Alphyne,"Raghuvanahalli, Kanakapura Road",south,2,5 to 10 Year Old,,,1000 sq.ft,55 Lac,"['Temple', 'Sacred Neem tree', 'Devarakere Venkataramana Temple', 'Subramanya Temple', 'Bank of india ATM', 'Canara bank ATM', 'Axis bank ATM', 'Canara bank ATM', 'Bank of baroda ATM', 'State bank of india ATM', 'State bank ATM', 'Canara bank ATM', 'Indian overseas bank ATM', 'Aikya Healthcare', 'Metro Hospital', ""Specialist's Dental Clinic"", 'Metro Hospital Bengaluru Rural', 'Samastha Hospitals Pvt Ltd', 'Konanakunte Government Hospital', 'Soudhamini Kalyana Mantapa', 'Arpitha Medicals', 'Shyamala Medicals', 'Indian Oil Corporation', 'Bank of india city engineering college branch', 'Canara bank', 'Corporation bank', 'State bank of india', 'Kabab Mehal', 'Vasudev Adigas', 'Sindhoor', 'Snowora - Korean Snow Desert', 'Shiva Bar', 'Karanth Upahar', 'BLR Brewing Company', 'Ammys Biriyani', 'Kai Ruchi', 'Surabhi Veg', 'Thindi Potha', 'Athithi Grand', 'Kammavari Sangha Institute of Technology', 'Gubbalala School', 'Rays Academy For Learning', 'Insight Academy', 'Hani Foundation Montessori', 'NIIT', 'GKHPS Hari Nagar', 'RMS International School', 'GULPS Hari Nagar', 'Grow Square Technologies', 'MOA Engineering']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in Ambika Residency,"Bommasandra, Bangalore",south,2,Under Construction,835 sq.ft,1285 sq.ft,,67.58 Lac,"['Bommasandra metro station', 'Goddess Temple', 'Ram Temple', 'Hanuman Temple', 'Ganapathi Temple', 'Dr. Naveen S Tahasildar', 'Global Speciality Hospital', 'E-City Allergy & Asthma Specialty Clinic', 'Balaji Clinic', 'Naryana Hrudalya', 'Jaya Krishna Clinic', 'Sri Swaranaamrutha Hospital', 'London Hospital', 'RMHC Homeopathy Clinic', 'Anjaneya Homeo Care', 'Athreya Hospital', 'Athreya Hospital Chandpura', 'Sri Sai Clinic', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'Elite Canals Dental Clinic', 'JJ Hospitals', 'Priyadarshini Petrol Gas Station', 'Cqtholic syrian bank', 'Federal bank surya nagar', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Adyar Ananda Bhavan', 'Urban Herbivore', 'Narayana Veg Treat', 'On The Rock Electronic City', 'Ritz Electronic City', 'Hotel Prashanth', 'Thirumala bar', 'Sri Ragavendhra Upahar Electronic City', 'Hotel Sinchara', 'Rddy Restaurent Electronic City', 'Hotel Sinchara Electronic City', 'KFC', 'Time Traveler sai Vishram Electronic', 'Sunshine', 'BTL Institute of Technology', 'Bangalore College Of Engineering And Technology', 'Heelalige railway station']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Waste Disposal']"
in Sree Sai Leela Residency,"Chikkakannalli, Bangalore",south,2,0 to 1 Year Old,,950 sq.ft,,55 Lac,,
in GCA Rainbow,"Chandapura, Bangalore",south,2,5 to 10 Year Old,1080 sq.ft,,1230 sq.ft,45 Lac,"['Hanuman Temple', 'Goddess Temple', 'Ram Temple', 'Athreya Hospital Chandpura', 'Athreya Hospital', 'London Hospital', 'Sri Swaranaamrutha Hospital', 'RMHC Homeopathy Clinic', 'Jaya Krishna Clinic', 'Naryana Hrudalya', 'Balaji Clinic', 'E-City Allergy & Asthma Specialty Clinic', 'Global Speciality Hospital', 'Dr. Naveen S Tahasildar', 'Federal bank surya nagar', 'Hotel Sinchara Electronic City', 'Rddy Restaurent Electronic City', 'Hotel Sinchara', 'Sri Ragavendhra Upahar Electronic City', 'Adyar Ananda Bhavan', 'MBR Dum Biryani County', 'Hotel Food Zone', 'Narayana Veg Treat', 'Urban Herbivore', 'On The Rock Electronic City', 'Bangalore College Of Engineering And Technology', 'BTL Institute of Technology', 'Heelalige railway station']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Shopping Centre', 'Rain Water Harvesting']"
in Cholankeril Greenscape 2,"Singasandra, Hosur Road",south,2,10+ Year Old,1134 sq.ft,,,60 Lac,"['Singasandra metro station', 'Vinayaka Temple', 'Sri Sri Sri Patalamma Temple', 'Temple', 'State bank of mysore ATM', 'Icici bank bank ATM', 'Sbi ATM', 'Sbi ATM', 'Icici bank ATM', 'Icici ATM', 'Axis bank ATM', 'Live100', 'Madni Dental Clinic', 'Hospitec Multispeciality Hospital', 'Vita Family Clinic', 'Health Gate Diagnostics & Multi-speciality clinic', 'Sri Sapthagiri Clinic', 'Apollo Clinic', 'Apollo Pharmacy', 'MedPlus', 'Sanjeevani Medicals', 'Balaji Medicals', 'Indian Oil', 'Hdfc bank', 'State bank of india', 'Icici bank', 'National co-operative bank ltd.', 'NuTy Central Kitchen', 'FAB cafe', 'Magic Oven', 'Nandanam', 'Bhagya Veg Hotel', ""Domino's Pizza"", 'Magic Pack Resturant', 'Illam Resturant', 'Cane Corner', 'Manipal County', 'Sri Krishna Grand', '99 Variety Dosa', 'Oye Punjab Resturant', 'Lassi Magic', 'GHPS', 'Maple Bear Canadian Pre-school', 'Special Me Preschool & DayCare', 'Jnanajyothi Eng School', 'Little Elly Preschool', 'New Bharat International Kudlu Gate Bommana Halli', 'Priyadarshini School', 'Shree Vidyanikethan', 'TVS goods office']",
in GM Ambitious Enclave,"Electronics City Phase 1, Bangalore",south,2,Under Construction,700 sq.ft,,825 sq.ft,58 Lac,"['Metro mall', 'NH 48, Electronic City', 'Treamis World School', 'Dayananda Sagar University', 'Springleaf Hospital', 'Kempegowda Airport KIAL Rd']",
in Silicon Prime,"Gottigere, Bannerghatta Road",south,2,1 to 5 Year Old,,,875 sq.ft,48 Lac,"['Immaculate Conception Church', 'Islamia Institue Masjid', 'Bank of baroda ATM', 'Vijayashree Hospitals', 'Myo Medex - Ace Speciality Clinic', 'Banashankari Hospital', 'Narayana Nethralaya', 'Meenaakshi Convention Center', 'krishna medicals', 'Ramdev medicals', 'BMTC Bus Depot 34', 'Shell Petrol Bunk', 'Bharath Petroleum', 'Canara bank', 'South indian bank', 'Cinepolis', 'Kubera Biriyani Paradise', 'Guru Greens Family Restaurant', 'Sri Sai Sagar', 'Kalmane Koffees', 'Cafe Coffee Day', 'KFC', ""McDonald's"", 'Rajdhani Thali', 'TGIF', 'Aharam - The Food Court', 'Oye Amritsar', 'The Pint Room', ""Domino's Pizza"", 'GHPS Gottigere', 'Sudarshan Public School cbse Gottigere', 'Little Angels', 'Silicon Vally LPS', 'GHS', 'Sri Ramakrishna C E Kendra Gottigere', 'T John Institute of Technology', 'GHPS Jambusavari Dinne', 'Vidyakirana Public School Kothanur', 'GLPS Pillagana Halli', 'Jnanajyothi HPS Nekarara Colony', 'GHPS Kembathhalli', 'Saint Francis Xavier HPS Chikkana Halli', 'GLPS Basavanapura', 'Jnanabindu Basavanapura', 'GMPS Nekarara Colony', 'Islamia Institute of Technology', 'GHPS Venugopal Nagar', 'Orchids The International School', 'A E T School Sree Annapoornesh Kothanur', 'Classic Orchards Swimming Pool']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in Himagiri Residency,"Bettadasanapura, Bangalore",south,2,5 to 10 Year Old,984 sq.ft,,,71 Lac,"['Devi Temple', 'Icici ATM', 'Punjab national bank ATM', 'Nayan Dental Clinic', 'Sri Laxmi Hospital', 'Best E City Hospital', 'Clinic', 'Royal Dental Clinic', 'NH Narayana municipal clinic', 'Narayana Hridayalaya Axiss dental', 'Srujana Hospital', 'E-City Family Dental Centre', 'Ganesh Medicals', 'Good Health Pharma', 'Balaji Medicals', 'NH pharmacy', 'Balaji Medical', 'Velankani Tech Park', 'Euro Kids', 'State bank of india', 'Hdfc bank', 'Icici bank', 'Vyanjan Restaurant', 'Fusion Meals', 'Thalassery Restaurant', 'U.S. Pizza', 'Beijing Bites', 'Ladoos', 'Kaati Zone', 'Aastha', 'Food n Drinks', 'Hot N Cool', 'Golden Forks', '46 Ounces', 'Sila Restaurant', 'Sandesh Sweets and Chats', 'Burger King', 'Moritz restaurant', 'Oasis Bar and Restuarant', ""Mamaji's"", 'Mast Kalandar', 'Cafe Neeladri', 'Kritunga', 'New Green Leaf Restaurant', 'Mama-G', 'Dominos', 'Sacretis School', 'New Horizon Eng School', 'GHPS Doddathoguru', 'Just books library']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Piped-gas', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']"
in GR Residency,"Garebhavipalya, Hosur Road",south,2,1 to 5 Year Old,1130 sq.ft,,,95 Lac,"['Kudlu gate metro station', 'Hongasandra metro station', 'Temple', 'Vinayaka Temple', 'Idbi bank ATM', 'Andhra bank ATM', 'Icici bank bank ATM', 'Hdfc ATM', 'Canara bank ATM', 'State bank of mysore ATM', 'Axis ATM', 'Sbi ATM', 'Ganesh Nursing Home Bengaluru Urban', 'Vasan Eye Care Hospital', 'Gogas Auto Lpg', 'Indian Oil', 'Shell', 'Narasimha Chitramandira', 'National co-operative bank ltd.', 'Udupi Upahar', 'Melange', 'Lassi Magic', ""Domino's Pizza"", 'Bhagya Veg Hotel', 'Rajrajeshwari HS Garvebhavi Palya', 'New Bharat International Kudlu Gate Bommana Halli', 'Mathas Education Society', 'GHPS Bandepalya', 'Ves HS Garvebhavi Palya', 'Bright Future LPS Garvebhavi Palya', 'Mekale HPS', 'Sahyadri EHPS Garvebhavi Palya', 'Mother Theresa HS Hongasandra 1', 'Tilak English School Bommana Halli Cmc', 'Gnanabharathi HPS Hongasandra 1', 'New Madar Teresa', 'Begur Channarayappa Ramiya Chikkabegur', 'Svs HPS', 'The Oxford Dental College & Hospital', 'Jnanajyothi Eng School', 'TVS goods office', 'Quinnox Inc', 'MetricStream Inc.', 'Tally Solutions Private Limited', 'Avaya', 'Mindteck', 'Hinduja Global Solutions Ltd.', 'Quartesian Clinical Research Pvt Ltd.', 'IRunway', 'Mando Softtech India Pvt Ltd']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']"
in Shravanthi Premier,"Uttarahalli, Bangalore",south,2,10+ Year Old,,850 sq.ft,,46 Lac,"['Shanimahatma Temple', 'Chikkalasandra Raghavendra Swami Mutt', 'Muneshwara Temple', 'ISKCON temple', 'Temple', 'Icici bank ATM', 'Sbi state bank of india ATM', 'Axis bank ATM', 'Karnataka bank ATM', 'Hdfc bank ATM', 'Canara bank ATM', 'Icici ATM', 'C.S.Hospital', 'Guru Raghavendra Clinic', 'Vinayaka Clinic', 'Root & Crown Dental Care', 'Akshay Dental care', 'Gowri Dental Clinic', 'Maharaja Agrasen Hospital Bengaluru Urban', 'GBY ENT Clinic', 'Diya Speciality Eye Care', 'Ullas Clinic', 'Nu Trust', 'Guru Raghavendra Medical Store', 'Himalaya Medicals', 'Medplus', 'Chikkalasandra Bus Stop', 'Jana Bharat Gas Agency', 'IOCL', 'Karnataka bank', 'Icici bank uttarahalli branch', 'Hdfc bank', 'Axis bank', 'Dominos', 'Uttarahalli Biriyani House', 'Masala', 'Masala', 'North Karanataka mess', 'Srinidhi Fast Food', 'South Grand', ""Kaggis' Bakery"", 'Shanthi Sagar', 'Goli', 'Kona Kafe', ""Bramhi's Chat Shop"", 'Naksha Restaurant', 'Vanani Bar and Restaurant', 'Kaappi', 'Bangalore International Public School', 'Bright Way School']","['Private Garden / Terrace', 'Natural Light', 'Spacious Interiors', 'Waste Disposal']"
in NCI MBR Labele,"Vijaya Bank Layout, Bannerghatta Road",south,2,1 to 5 Year Old,,,1305 sq.ft,98 Lac,"['Ayyappa Temple', 'Kaveramma Devalaya', 'Shaneeshwara Temple', 'Anjaneya Temple', 'Jamia Masjid', 'Someshwara', 'Hdfc bank ATM', 'Sbi atm - iimb campus', 'Gayathri Dental Clinic', 'Ayurveda Clinic', 'Rajashri Grandhim Hospitals', 'The Child Clinic', 'Goldage Hospital', 'Shraddha Dental Care', 'Narayana Hrudayalaya Dental Clinic', ""Vatsalya Chidren's Clinic"", 'Rajashree Granthim hospital', 'Apollo Pharmacy', 'Anand Clinic', 'Government Hospital', 'Akshara Eye Hospital', 'Religare Wellness', 'MedPlus', 'Hdfc bank', 'Vijaya bank', 'Andhra bank', 'IIM Auditorium', 'Athicas Canteen', 'Chai-Unchai', 'Canteen', ""Prabhakar's"", 'Cafe Coffee Day', 'Elite Mess', 'Fattoush', 'Orchid English School Bilekalli', 'Teresa Pub Sch Bilekahalli', 'Euro Kids', 'Little Millenium', 'Dayana Memorial HPS Arakere', 'Dileep HPS Bilekalli', 'Blue Star Education Trust Bilekalli', 'Nightingale English School', 'Mgs Infant LPS Bilekalli', 'Shri Sharada Vidyanikethana Arkere', 'Marry Immaculate School Arakere', 'GHPS Bilekalli', 'Divya Jyothi HS Arakere', 'Gnanaprakasham KHPS Bilekalli', 'New Arvind Memorial School', 'Just books library']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']"
in DLF Maiden Heights,"Jigani, Bangalore",south,2,1 to 5 Year Old,880 sq.ft,,,65 Lac,"['Corporation bank ATM', 'Y K Hospital', 'Bharat Petroleum', 'Corporation bank', 'Udupi Hotel']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Navinitha Silver Woods,"Hemmigepura, near Raja Rajeshwari Nagar",south,2,1 to 5 Year Old,1090 sq.ft,,,60 Lac,"['Muneshwara temple', 'Pushpa Sadan', 'Bank of baroda ATM', 'Axis bank ATM', 'BGS Global Hospitals', 'Hk Hospital', 'Mathru Hospital - Bangalore', 'The Patterns Club', 'Global Village Tech Park', 'Indian Oil', 'State bank of india', 'Uco bank', 'Uco bank', 'Tea Coffee', 'Pallavi', 'SJB Institute of Technology', 'BGS Public School', 'JSS Academy of Technical Education', 'RV College of Architektur', 'Chitrakala Parishattu']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']"
in Vandana Homes,"Bannerghatta Road, Bangalore",south,2,10+ Year Old,,,1220 sq.ft,1.25 Cr,"['South India Shopping Mall', 'Jamia Masjid', 'Hdfc bank ATM', 'Ing vysya bank ATM', 'Corporation bank ATM', 'Axis bank ATM', 'Aditi Maternity and Genral Nursing Home', 'BBMP Office', 'MedPlus', 'Trust', 'Arekere MICO Layout Bus Station', 'Vijaya bank', 'Corporation bank', 'Axis bank', 'Canara bank', 'State bank of india', 'IIM Auditorium', 'Zanghs Dynasty', 'Dominos', 'Bengaliana', ""Dadi's Dum Biryani"", 'Pizza Hut', 'Guru Garden Restaurant', 'Goli Vada Pav', 'Bejing Bites', 'Five Star Chicken', 'Hot Burg', 'Athithi Andhra Style Restaurant', 'Sufiyan', 'Adigas', 'Ammis Biriyani', 'Adyar Ananda Bhavan', 'Fattoush', ""Prabhakar's"", 'Cafe Coffee Day', 'Aishwarya Parkland', 'Subway', 'Canteen', 'New Nobal School Arkere Bommana Halli Cmc', 'Euro Kids', 'Aecs Magnolia Maruthi Public School Arakere', 'Aradhana KHPS Arakere', 'Aradhana EHPS Arakere Arakere', 'Aradhana Academy', 'Amiti Software Technologies Ltd.', 'BPL', 'Transcend', 'Expresscion Solutions LLP', 'Practo Technologies Pvt Ltd', 'Just books library']","['Private Garden / Terrace', 'Security Personnel']"
in Devgiri Devine Banashankari,"Main Road, Bangalore South, Bangalore",south,2,1 to 5 Year Old,680 sq.ft,700 sq.ft,1180 sq.ft,98 Lac,"['Ganapathi & Gayatri Temple', 'Saneeswara Temple', 'State bank ATM', 'Dental Lavelle', 'Green Apple', 'Manjula Medicals', 'Shell', 'Kotak mahindra bank', 'Hdfc bank ltd', 'Karnataka bank', 'Yes bank', 'Bal Bhavan Auditorium', 'Cafe Coffee Day Square', 'Farzi Cafe', 'Cafe Noir', 'Subway', 'Rasovara', 'Tasty Tangles', 'Fava', 'Toscano', 'Le Bistro', 'Skyye', 'Shiro', 'Bootleggers', 'Tattv', 'The Biere Club', 'Konark Kanteerava', ""The Fisherman's Wharf"", 'SodaBottleOpenerWala', 'Glass House', 'Java City', 'Museum Canteen', 'Smoke House Deli', 'Go Native', 'Hopcoms Juice Stand', 'Mishra Pedha', 'Shiva Bakery and Juice', 'Rice Bowl', 'Shezan', 'F & B', ""St. Joseph's Indian Composite PU College"", 'Cuepra Inc', 'JSA', 'Allergen', 'Livspace', 'Home interior designs e-commerce Pvt Ltd', 'Indeed', 'Rockwell automation', 'Infor Bangalore Pvt Ltd', 'British council library']","['Lift(s)', 'Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM']"
in Janaadhar Shubha Phase 2,"Thattanahalli, Bangalore",south,2,1 to 5 Year Old,656 sq.ft,,,25.9 Lac,"['SH35', 'Attibele', 'Oxford Medical College', 'Indus International School', 'Delhi Public School', 'Oakridge International School', 'Lorven Educational Centre', 'St Francis De Sales College', 'Alliance University', 'Azim Premji University', 'Narayana Hrudayalaya Hospital', 'Vimalaya Hospital', 'Janani Hospital', 'Anekal Railway Station']","['Lift(s)', 'Park', 'Shopping Centre', 'Rain Water Harvesting', 'Water softening plant']"
in SV Alphyne,"BCMC Layout, Kanakapura Road",south,2,undefined,,1000 sq.ft,,58 Lac,"['Temple', 'Subramanya Temple', 'Sacred Neem tree', 'Devarakere Venkataramana Temple', 'Vinayaka Temple', 'Bank of india ATM', 'Canara bank ATM', 'Axis bank ATM', 'Canara bank ATM', 'Bank of baroda ATM', 'State bank of india ATM', 'State bank ATM', 'Canara bank ATM', 'Aikya Healthcare', 'Samastha Hospitals Pvt Ltd', 'Metro Hospital', 'Metro Hospital Bengaluru Rural', ""Specialist's Dental Clinic"", 'Konanakunte Government Hospital', 'Soudhamini Kalyana Mantapa', 'Arpitha Medicals', 'Shyamala Medicals', 'Indian Oil Corporation', 'Bank of india city engineering college branch', 'Canara bank', 'Corporation bank', 'State bank of india', 'State bank of india', 'Karur vysya bank', 'Vaishnavi', 'Vaibhavi', 'Kabab Mehal', 'Vasudev Adigas', 'Snowora - Korean Snow Desert', 'BLR Brewing Company', 'Sindhoor', 'Shiva Bar', 'Karanth Upahar', 'Ammys Biriyani', 'Kai Ruchi', 'Surabhi Veg', 'Thindi Potha', 'Athithi Grand', 'Kammavari Sangha Institute of Technology', 'Gubbalala School', 'Rays Academy For Learning', 'Insight Academy', 'GHPS', 'Hani Foundation Montessori', 'Grow Square Technologies']",
in Sipani Bliss Phase 2,"Thirumagondanahalli, Bommasandra",south,2,1 to 5 Year Old,545 sq.ft,,770 sq.ft,35 Lac,"['Shree Pashwanath Sushil Dhaam', 'Athreya Hospital Chandpura', 'Athreya Hospital', 'RMHC Homeopathy Clinic', 'Sri Swaranaamrutha Hospital', 'Jaya Krishna Clinic', 'London Hospital', 'Naryana Hrudalya', 'Federal bank surya nagar', 'Hotel Sinchara Electronic City', 'Rddy Restaurent Electronic City', 'Hotel Sinchara', 'Sri Ragavendhra Upahar Electronic City']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
in Prabhavathi Square,"Maruthi Layout, Hosur Road",south,2,5 to 10 Year Old,,804 sq.ft,,42.5 Lac,"['Muneeshwara Swamy Temple', 'Infant Jesus Church Hongasandra', 'Shanishwara temple', 'Hanuman Temple', 'Ganesh Temple', 'Axis bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'Nayantara Opticals', 'Srushti Hospital Bengaluru Rural', 'Vinayaka Health Care and Maternity Home', 'Vinayaka Specialty Hospital', 'Kavya Hospital', 'Narayana Hrudayalaya Dental Clinic', ""Vatsalya Chidren's Clinic"", 'Shraddha Dental Care', 'Apollo Pharmacy', 'Trust Chemists & Druggists', 'Ram Medicals', 'Kanyashree Daignostics', 'Sri Sairam Medicals', 'Balaji Medicals', 'MedPlus', 'Religare Wellness', 'State bank of india', 'Andhra bank', 'Vijaya bank', 'Canara bank', 'Lakshmi vilas bank', 'Galaxy Paradise', 'Adda', ""Ammi's Biryani"", 'Rayen Kids', 'Bloosom Sch', 'St Philomina English School', 'Adarsha Edu Centre HPS Hongasandra 1', 'GMPS Hongassandra', 'New Arvind Memorial School', 'Silicon City HPS Bommana Halli', 'GHPS Devarachikkana Halli', 'St Francis ICSE school', 'Nightingale English School', 'Oxford HPS Hongasandra 2', 'Svs HPS', 'GHPS Kodichikkana Halli', 'Little Millenium', 'Anikethan Pub Sch Hongasandra 1', 'Euro Kids', 'Blue Star Education Trust Bilekalli']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']"
