apartment_name,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_loc,price_per_sqft,price_range,area_range
Sai Luxus Serenity Apartment,east,2,New Property,1003.0,1192.0,1343.38,0.62,"['Big Bazar', 'Food World', 'Reliance Fresh', 'Dominos', 'Pizza Hut', 'Bangalore International School', 'Royal Concord school', 'National public school', 'Indian Army school', 'Nagawara Junction', 'K. R Puram Railway Station', 'PMZ tech park', 'Boptist Tech park']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",57.0,medium,13.0273,77.6581,Horamavu,4615.224285,50L-1Cr,1000-1500 sqft
Sai Madhuram,south,3,Relatively New,,1220.0,1374.94,0.7,"['Hebbagodi metro station', 'Huskur road metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Canara bank ATM', 'Axis bank ATM', 'Elite Canals Dental Clinic', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Sri Sai Clinic', 'Vimalaya Hospital', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Indian Oil', 'Priyadarshini Petrol Gas Station', 'Bharat Petroleum', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'Thali', 'Cafe Coffee Day', 'Royal South Restaurant', 'KFC', 'Sunshine', 'Time Traveler sai Vishram Electronic', 'Thirumala bar', 'Hotel Prashanth', 'Varvathi', 'New Punjabi Foodcorner', 'Ritz Electronic City', 'On The Rock Electronic City', 'Pallavi restaurant', 'Thalassery Grand Cafe', 'Ebenezer International School Bangalore', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors']",66.0,medium,12.8567,77.5877,Ananth Nagar Phase 2,5091.131249,50L-1Cr,1000-1500 sqft
Sai Mukunda,south,1,Relatively New,,431.0,480.0,0.22,"['Bommasandra metro station', 'Hebbagodi metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Global Speciality Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Ritz Electronic City', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'On The Rock Electronic City', 'Sunshine', 'Thali', 'Royal South Restaurant', 'Narayana Veg Treat', 'Urban Herbivore', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Adyar Ananda Bhavan', 'Varvathi', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",45.0,low,12.8418,77.6461,Electronics City Phase 2,4583.333333,< 50L,< 1000 sqft
Sai Mukundha,south,1,Relatively New,500.0,594.0,669.44,0.22,"['Sai Baba Temple', 'Sri Gowri Shankara Temple', 'Ganesha Temple', 'State bank of india ATM', 'Corporation bank ATM', 'Indian bank ATM', 'Icici bank ATM', 'Kotak mahindra bank ATM', 'T.R.Hospital', 'Vasan Eye Care Hospital Bannergatta Road', 'Meenakshi ENT Speciality Centre', 'Narayana Hrudayalaya Dental Clinic', 'Apollo Pharmacy', 'Shree Lakshmi Medicals', 'Vinayaka Medical & General Stores', 'Laxmi Medicals', 'Ennar Diagnostics & Healthcare', 'Hulimavu Indian Oil Gastation', 'Bharat Petroleum', 'Corporation bank', 'Ujjivan bank', 'State bank of india', 'Syndicate bank', 'Hdfc bank', 'Delicacy', 'Aishwarya Parkland', 'Star Biriyani Ambur', 'Nandi Bidadi Thatte Idli', 'Taj Paradise Family Restaurant', 'Shine Eng School Arakere', 'Aradhana Academy', 'Aradhana EHPS Arakere Arakere', 'Aradhana KHPS Arakere', 'Cambridge School Kothanur', 'Lady Wellington School Kothanur', 'Janak Vidyalaya Bommana Halli Cmc', 'Skalvi School', 'Parilok', 'Clever Land Kottanuru Dinne Kothanur', 'Euro Kids', 'Little Aryans', 'Bachpan', 'Edify Kids', 'Podar Jumbo Kids', 'Aecs Magnolia Maruthi Public School Arakere', 'Capitol College of Nursing', 'The Little Angels School Kothanur', 'New Nobal School Arkere Bommana Halli Cmc', 'BPL', 'Transcend']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",0.0,low,12.8418,77.6461,Electronics City Phase 2,3286.328872,< 50L,< 1000 sqft
Sai Mukundha Anantha Nagar,south,1,New Property,480.0,570.0,642.39,0.2,"['Bommasandra metro station', 'Hebbagodi metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Global Speciality Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Ritz Electronic City', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'Sunshine', 'On The Rock Electronic City', 'Thali', 'Royal South Restaurant', 'Narayana Veg Treat', 'Urban Herbivore', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Varvathi', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",71.0,medium,12.8567,77.5877,Ananth Nagar Phase 2,3113.373496,< 50L,< 1000 sqft
Sai Paradise,north,2,Relatively New,1087.0,1291.0,1454.96,0.85,"['Sri Kalyana Lakshmi Venkateshwara Temple', 'Sri Lakshmi Temple', 'Ganapati Temple', 'Axis bank ATM', 'State bank of india ATM', 'Bank of baroda ATM', 'Icici bank ATM', 'Dento world', 'Physiotherapy clinic', 'D Care Dental Clinic', 'D care speciality dental clinic', 'We care clinic', 'Prarthana Home Health Care', 'Ayushmitra clinic', 'Krishna Clinic', 'Care Health', 'Hebbal Medical Center', ""Sham's Child and Adult Care"", 'Rangalakshmi Netralaya', 'Sri Vinayaka Diagnostic Laboratory', 'Merlins Trichology Clinic', 'Dr. Uma Homeo Clinic', 'Icon Hospital', 'Sai Surya Multi - Speciality Dental Clinic', ""Dr. Archana's ENT Care Centre"", 'Agastya Speciality Clinic', 'Saaol Heart Centre', 'Lavender Lotus', 'Bhavana Dental Care', 'Manjunatha Medicals', 'Medical Shop', 'Sandeep medicals', 'Union bank of india', 'Canara bank', 'Hdfc bank', 'Klassy Namkeen Mart', 'Ruchi curry point', 'Sri sai hot chips', 'Anu Sri', 'Tripsy', 'Udupi Upahar', 'Chings', 'Maa Binduvasini Chats corner', 'Kerala Coast', 'Srinidhi Sagar', 'Tots & teens', 'Kriya preschool', 'New little kingdom', 'Little Elly Preschool', 'EuroKids']","['Intercom Facility', 'Lift(s)', 'No open drainage around', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors']",16.0,low,12.9745,77.5518,Venkatagowda Layout,5842.085006,50L-1Cr,1000-1500 sqft
Sai Paradise Apartment,north,3,Moderatly Old,1390.0,1651.0,1860.68,1.2,"['Sri Kalyana Lakshmi Venkateshwara Temple', 'Sbi ATM', 'Axis bank ATM', 'State bank of india ATM', 'Bank of baroda ATM', 'Herz Care Medisolutions', 'Physiotherapy clinic', 'Dento world', 'D Care Dental Clinic', 'D care speciality dental clinic', 'Sai Surya Multi - Speciality Dental Clinic', 'Krishna Clinic', 'Icon Hospital', 'We care clinic', 'Prarthana Home Health Care', 'Ayushmitra clinic', 'Care Health', 'Merlins Trichology Clinic', 'Dr. Uma Homeo Clinic', 'Hebbal Medical Center', ""Sham's Child and Adult Care"", 'Medplus', 'Manjunatha Medicals', 'Medical Shop', 'Sandeep medicals', 'Syndicate bank', 'Corporation bank', 'Canara bank', 'Union bank of india', 'Hdfc bank', 'Desi Tadka', 'Srinidhi Sagar', 'Kerala Coast', 'Goli VadaPav', 'Swastik Bar & Restaurant', 'Ruchi curry point', 'Tripsy', 'Klassy Namkeen Mart', 'Brahmins Thatte Idli', 'Sri sai hot chips', 'Anu Sri', 'Udupi Upahar', 'Chings', 'Maa Binduvasini Chats corner', 'Kriya preschool', 'Tots & teens', 'New little kingdom', 'Drishti School of Photography', 'Little Elly Preschool', 'Nathaniel School of Music']","['Intercom Facility', 'Lift(s)', 'No open drainage around', 'Natural Light', 'Airy Rooms']",52.0,medium,13.0139,77.5766,Pampa Extension,6449.255111,1Cr-1.5Cr,1500-2000 sqft
Sai Priya Infra Serenity,south,2,Relatively New,,809.0,900.0,0.51,"['Icici ATM', 'Kvb ATM', 'Karnataka bank ATM', 'Punjab national bank ATM', 'Srujana Hospital', 'E-City Family Dental Centre', 'Clinic', 'Shree Vinayaka Multispeciality Centre', 'Wipro First Aid Clinic', 'Nayan Dental Clinic', 'Balaji Medical', 'Ganesh Medicals', 'Good Health Pharma', 'Trust Medicals', 'Wipro EC Bus Stand', 'Euro Kids', 'Icici bank', 'Vijaya bank', 'State bank of india', 'Hdfc bank', 'Karnataka bank', 'Cafe Neeladri', 'Mast Kalandar', 'Burger King', 'Dominos', 'Kritunga', 'Sandesh Sweets and Chats', 'Oasis Bar and Restuarant', 'New Green Leaf Restaurant', 'Moritz restaurant', ""Mamaji's"", 'Greens bar and restaurant', 'Mama-G', 'She Brews', 'Eat And Meet', ""Papa John's"", 'Barista', 'Punjabi Dhaba', 'Andhra Mess', 'Bombay Kulfi', 'Vyanjan Restaurant', 'Kerala Mess', 'Sky Bar', 'KFC', 'Evolve', 'Pot Biryani', 'Soul Indian Speciality Svenska', 'Sacretis School', 'Just books library', 'Wipro isd library']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",60.0,medium,12.8418,77.6461,Neeladri Nagar,5666.666667,50L-1Cr,< 1000 sqft
Sai Ram Meadows,west,2,Relatively New,,903.0,1005.0,0.55,"['Sollapuradamma Temple', 'Hanuman Temple', 'Ganapathi Temple', 'Icici bank ATM', 'Canara bank ATM', 'Karnataka bank ATM', 'Axis bank ATM', 'S.S.G. Hospital', 'Anupama hospital', 'Anupama Hospital', 'Panchamukhi Specialityu Hospital', 'Anand Nursing Home and Lab', 'K.T.G. Hospital', 'Ashraya Medinova Pvt Ltd', 'Government Primary Health Centre', 'Sri Lakshmi Multi Speciality Hospital', 'Jai Maruthi Hospital', 'Unity Lifline Hospital Pvt Ltd', 'Brinda Hospital', 'Essential Hospital', ""Dr. Veena's Ayurvedalaya"", 'CIIQ', 'Sri Lakshmi Venkateshwara Medicals', 'Sri Harsha Medical Stores', 'Shell gas station', 'Petronas CNG Gas station', 'HP petrol pump', 'Indian oil pump', 'Essar', 'Corporation bank', 'State bank of india', 'Karnataka bank', 'Canara bank', 'Canara bank', 'Axis bank', 'Canara bank', 'Mohan Cinema', 'Sanidhi', 'Just Cake', 'Indira Canteen', 'Doddmane hotel', 'Majushree veg', 'Government school', 'Prajawal Nursing school', 'East West College of Nursing And Management', 'East West College of Pharmacy', 'East West Institue of Technology', 'Orchids The International School', 'Bsv Pu College Malagala', 'AM Fabrications']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",60.0,medium,13.0179,77.4986,Herohalli,5472.636816,50L-1Cr,< 1000 sqft
Sai Sadan Apartment,north,2,New Property,,1078.0,1200.0,0.82,"['Sri Lakshmi Temple', 'Icici bank ATM', 'Bank of baroda ATM', 'State bank of india ATM', 'Canara bank ATM', 'Axis bank ATM', 'Sangameshwara Clinic', 'Bhavana Dental Care', 'Lavender Lotus', 'Agastya Speciality Clinic', ""Dr. Archana's ENT Care Centre"", 'Sri Vinayaka Diagnostic Laboratory', 'Rangalakshmi Netralaya', ""Sham's Child and Adult Care"", 'Dr. Uma Homeo Clinic', 'Care Health', 'Merlins Trichology Clinic', 'Ayushmitra clinic', 'Prarthana Home Health Care', 'We care clinic', 'Axis Hospital', 'Saaol Heart Centre', 'Hebbal Medical Center', 'Dento world', 'D care speciality dental clinic', 'Icon Hospital', 'D Care Dental Clinic', 'Physiotherapy clinic', 'Sai Surya Multi - Speciality Dental Clinic', 'Navya Hospital', 'Krishna Clinic', 'Sandeep medicals', 'Medical Shop', 'Manjunatha Medicals', 'Union bank of india', 'Baohood', 'Maa Binduvasini Chats corner', 'Ghar Ka Dhaba', 'Chings', 'Udupi Upahar', 'Anu Sri', 'Sri sai hot chips', 'Klassy Namkeen Mart', 'Ruchi curry point', 'New little kingdom', 'EuroKids', 'Little Elly Preschool', 'Tots & teens', 'Kriya preschool', 'Jawaharlal Nehru Centre For Advanced Scientific Research']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Piped-gas', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.0,low,13.0468,77.5133,Dasarahalli,6833.333333,50L-1Cr,1000-1500 sqft
Sai Sadhan,south,2,New Property,,1043.0,1161.0,0.5,"['Forum Mall', 'Christ Academy', 'Symbiosis', 'Ramakrishna Hospital', 'Infosys']","['Lift(s)', 'Rain Water Harvesting']",17.0,low,12.8355,77.6555,Electronics City Phase 1,4306.632214,< 50L,1000-1500 sqft
Sai Sanjeevi Enclave,south,2,Moderatly Old,875.0,975.0,1098.82,1.15,"['Temple', 'Subramanya Temple', 'Sacred Neem tree', 'Devarakere Venkataramana Temple', 'Vinayaka Temple', 'Bank of india ATM', 'Canara bank ATM', 'Axis bank ATM', 'Canara bank ATM', 'Bank of baroda ATM', 'State bank of india ATM', 'State bank ATM', 'Canara bank ATM', 'Aikya Healthcare', 'Samastha Hospitals Pvt Ltd', 'Metro Hospital', 'Metro Hospital Bengaluru Rural', ""Specialist's Dental Clinic"", 'Konanakunte Government Hospital', 'Soudhamini Kalyana Mantapa', 'Arpitha Medicals', 'Shyamala Medicals', 'Indian Oil Corporation', 'Bank of india city engineering college branch', 'Canara bank', 'Corporation bank', 'State bank of india', 'State bank of india', 'Karur vysya bank', 'Vaishnavi', 'Vaibhavi', 'Kabab Mehal', 'Vasudev Adigas', 'Snowora - Korean Snow Desert', 'Sindhoor', 'BLR Brewing Company', 'Shiva Bar', 'Karanth Upahar', 'Ammys Biriyani', 'Kai Ruchi', 'Surabhi Veg', 'Thindi Potha', 'Athithi Grand', 'Kammavari Sangha Institute of Technology', 'Gubbalala School', 'Rays Academy For Learning', 'Insight Academy', 'Hani Foundation Montessori', 'NIIT', 'Grow Square Technologies']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting']",76.0,medium,12.9044,77.5559,Raghuvanahalli,10465.77237,1Cr-1.5Cr,< 1000 sqft
Sai Sankalp Basavangudi,south,3,New Property,1360.0,1380.0,1555.0,1.45,"['Sai Baba Temple', 'Ambabavani Temple', 'Plague Ammana Temple', 'Balamuri Ganapathi Temple', 'Dattatreya Temple', 'Abhaya Lakshmi Narasimha Temple', 'Ganesh Mandir', 'Shanimahatma Temple', 'Sharadamba Temple', 'Puttige Mutt', 'Muneshwara Temple', 'Sri Rama Temple', 'Syndicate bank ATM', 'Hdfc ATM', 'Karnataka bank ATM', 'State ATM', 'Karuna Clinic', 'Balaji Hospital and Gastroenterology Center', 'Kangila Clinic', 'Karthik Nethralaya', 'Jubilee Nursing Home', 'Bharathi Nursing Home', 'Shubha Clinic', 'Gokhale Institute of Public Affairs', 'Sagar Pharmacy', 'Apollo Pharmacy', 'T R Medicals', 'Rakesh Medicals', 'Subramanya Medicals', 'Prashanth Pharma', 'Antharanga', 'Sbi atm bank', 'Patisserie', 'Hotel Dwarka', 'Srinivasa Cool Corner', 'Sea Rock', 'Harshi Super Sandwich', 'Koli Mane', 'Kamath Bugle Rock', 'Puliyogare Point', 'Vybhava', 'Ganesh FruitJuice Centre', 'Rolls Corner', 'Szechuan Dragon Chinese Restaurant', 'New Prashanth Hotel', 'SSM Primary School', 'Kamala Nehru Patashala Emmanual English School', ""Kumaran Children's High School"", ""Sri Kumaran Children's Home"", 'SSM Public School']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)']",135.0,medium,12.9412,77.5577,Thyagaraja Nagar,9324.758842,1Cr-1.5Cr,1000-1500 sqft
Sai Sarovar Apartments,east,2,Relatively New,,1100.0,1239.7,0.85,"['Whitefield metro station', 'State bank of india ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Kannamangala Primary Health Center', 'Narayana Multispeciality Hospital', 'Apollo Pharmacy', 'International Tech Park', 'Shell', 'State bank of india', 'Q Cinemas', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Delhiwale', 'Wild Beans', 'Bhagini Residency', 'Thallasery Restaurant', 'Shanmukha Restaurant', 'Adyar Ananda Bhavan', 'Punjabi by Nature 2.0', ""Domino's Pizza"", 'Dot Yum', 'Nandhini', ""Swensen's Ice-cream"", 'Habanero', 'Abhiruchi', 'Dosa Time', 'Bakasur', 'Barbeque Nation', 'Sri Udupi Park', 'Divine Light Trust For The Blind', 'Apple Kids', 'MVJ College of Engineering', 'Whitefield Global School', 'Whitefield railway station']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Visitor Parking']",41.0,low,12.9845,77.4902,Belathur,6856.49754,50L-1Cr,1000-1500 sqft
Sai Serenity,south,1,Relatively New,545.0,648.0,730.3,0.22,"['Hebbagodi metro station', 'Bommasandra metro station', 'Huskur road metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Axis bank ATM', 'Canara bank ATM', 'Elite Canals Dental Clinic', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Cafe Coffee Day', 'Time Traveler sai Vishram Electronic', 'Thali', 'Sunshine', 'Royal South Restaurant', 'Ritz Electronic City', 'On The Rock Electronic City', 'Urban Herbivore', 'Narayana Veg Treat', 'Varvathi', 'New Punjabi Foodcorner', 'Hotel Food Zone', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water Storage']",72.0,medium,12.8355,77.6555,Kammasandra,3012.460633,< 50L,< 1000 sqft
Sai Sumukha Serenity,west,2,Moderatly Old,900.0,959.0,945.0,0.52,"['Shiva Temple', 'Veera Bhramendra temple', 'Ganapathi Temple', 'Ayyappa Temple', 'Panchamukhi Ganesha Temple', 'Ganapathi Temple', 'Corporation bank ATM', 'Hdfc ATM', 'Icici ATM', 'Axis bank ATM', 'Axis bank ATM', 'Corporation bank ATM', 'Hdfc bank ATM', 'Laggere Government Hospital', 'Sai Baba Hospital Bengaluru Urban', 'Renuka Nursing Home Bengaluru Urban', 'Srinivasa Nursing Home Bengaluru Urban', 'Jyothi Nursing and Maternity Home', 'J.P.Nursing Home', 'Punya Hospital', 'Manjunatha maternity clinic', 'Esi Hospital Peenya 1st Stage', 'Boregowda Lingamma Hospital', 'Kanva Hospital', 'Shankara Nethralaya Eye Hospital', 'Lourdes High School', 'Jai Maruthi Hospital', 'Ganesha Ground', 'Appollo Pharmacy', 'Parking', 'Nandini Layout', 'Peenya 2nd Stage', 'HP Petrol', 'Bharat Petroleum', 'Canara bank', 'State bank of india', 'State bank of india', 'Canara bank', 'Corporation bank', 'State bank of india', 'Veerabhadreshwara Theatre', 'Adarsh Dhaba', 'Sher-e-Punjab Dhaba', 'Devi Upahara', 'Mount Senora School', 'M S Ramaiah University of Applied Sciences', 'M.S. Ramaiah University of Applied Sciences Peenya campus', 'Industrial Engineering Instruments', 'TTP Technologies PVT. Ltd', 'Safepro Video Security Research Labs']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']",24.0,low,13.0179,77.5268,Laggere,5502.645503,50L-1Cr,< 1000 sqft
Sai Sunshine Apartments,east,2,Relatively New,1146.0,1362.0,1534.97,1.4,"['Mar Thoma Church', 'State bank of india ATM', 'Canara bank ATM', 'Axis bank ATM', 'Andhra bank ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'unknown clinic', 'Sanjeevini Clinic', 'Yashomathi Hospitals', 'Family Care Homeopathy Clinic & Pharmacy', 'Family Dental care', ""Dr Desai's Micro Lab"", 'Apollo Pharmacy', 'Pharmacy', 'Krishna medicals', 'Slv Medical Store', 'Sri Lakshmi Pharma And General Store', 'Patanjali Prakritika Bazaar Shop', 'Chirayu medical shop', 'Navkar medicals', 'Trust Chemists & Druggists', 'Trust Chemist and Drugs', 'Apollo Pharmacy', 'Vagdevi School Parking', 'SKRCC Parking', 'Munekolala bus stand', 'State bank of india atm', 'Sri Lakshmi Vaibav Hotel', 'Nila Bhima', 'Den Bakery', 'Energizer', 'Punjabi Khanna', 'Eatoz', 'Sura Whine Shop', 'Lassi Corner', 'Bakery', 'Vagdevi School Canteen', 'Bake Master', 'Deckers Lane', 'Kritunga restaurant', 'Bhagini restaurant', 'Golconda Chimney', 'Bageecha Family Restaurant', ""Domino's Pizza"", 'Nandini wines.', 'Basaveshwara Khanavali', 'Vagdevi Vilas super school', 'Vibgyor High Marathahalli', 'Government School Munekolala']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Park', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors']",57.0,medium,12.9703,77.7153,Kundalahalli,9120.699427,1Cr-1.5Cr,1000-1500 sqft
Sai Vani Enclave,west,3,Relatively New,1102.0,1309.0,1475.24,1.25,"['Ganapathi Temple', 'Shiva Temple', 'Ganapati Temple', 'Canara bank ATM', 'State bank of india ATM', 'Indus ind bank ATM', 'Karnataka bank money plant ATM', 'Axis bank ATM', 'Icici bank ATM', 'Axis bank ATM', 'Axis bank ATM', 'Ashok Hospital', 'ChanRe Rheumatology and Immunology Center and Research', 'Shastra', 'Shreesha Dental Clinic', 'Positive Homeopathy', 'Future Dentistry', 'Narayana Dental Hospital', 'Vathsalya Speciality Hospital', 'Matru Nursing Home And Trauma Care Centre', 'Benaka Hospital', 'Manjunatha maternity clinic', 'Punya Hospital Bengaluru Urban', 'Shreyas Hospital Bengaluru Urban', 'Trupti Nursing Home', 'Moulya Medicals', 'Sudarshan Medicals', 'IBP petrol pump', 'Bharat Petroleum', 'Indian Oil', 'Veerabhadreshwara Theatre', 'Canara bank', 'Central bank of india', 'Allahabad bank', 'Bank of india', 'State bank of india', 'Mahadeshwara Chats', ""Domino's Pizza"", 'Priyadarshini Grand', 'Fresh and ground', ""McDonald's"", 'Nisarga Andhra Style', 'New Shanti Sagar', 'Kanti sweets', 'Shree Vinayaka Juice & Chat Center', 'Guru Sagar Hotel', 'ZICA', 'S Cadambi Pre University College', 'Safepro Video Security Research Labs', 'Nagara kendra granthalaya city central library']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water Storage', 'Visitor Parking']",50.0,medium,12.9985,77.5545,Basaveshwara Nagar,8473.197581,1Cr-1.5Cr,1000-1500 sqft
