apartment_name,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_loc,price_per_sqft,price_range,area_range
Karle Zenith Residences,north,3,Relatively New,1950.0,2231.0,2388.0,4.57,"['Esteem Mall', 'The Indian Public School North Campus', 'HKBK Degree College', 'Kensri School', 'Narayana PU college Dasarahalli Branch', 'Sindhi College', 'Bangalore International School', 'Kristu Jayanti College, Autonomous', ""Rainbow Children's Hospital Hebbal"", 'Karle Town Centre SEZ adjacent Nagavara', 'Manayata Tech Park', 'Kirloskar Business Park, Hebbal', 'Bangalore City College Kalyanagar Post', 'Pruthvi 2k theater', 'PVRREGALIA']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",48.0,low,13.0365,77.5925,Hebbal,19137.35343,> 2Cr,2000-2500 sqft
Karnasree Mathru Sree Orchid Homes,east,2,Old,1000.0,1200.0,1352.4,0.8,"['Ganapathy Temple', 'Karagadamma Temple', 'Ranganatha Temple', 'Shani Temple', 'Madduramma temple', 'Basaveshwara Temple', 'Shiva Temple', 'Om Shakti Temple', 'Sri Lakshmi Venkateshwara Temple', 'Sathya Narayana Temple', 'Chowdeshwari Temple', 'Hanuman temple', 'Masjid E Bilal', 'Icici bank ATM', 'Sbi ATM', 'Karnataka bank ltd ATM', 'Yemaluru Primary Health Centre', 'Chitra Dental Clinic', 'Astra Medica', 'State bank of india yemalur', 'Sri Akshaya Upahar', 'Ahaar Family Restaurant', 'Souvee', 'Sampradaya - Fast Food Fresh Fruits And Vegetables', 'Viajaya Sai Andhra Hotel', 'Ram Bhog', 'Diamond Restaurant', 'Andhra Mess', 'Subway', '69 Second', 'California Burrito', 'Classic Tea Stall', 'ande ka funda', 'Blooming Kidz Daycare', 'Prasad Vidya Mandir', 'Prasad Vidya Mandir', 'Kiddie International Academy', 'Government Primary School', 'Euro Kids', 'Government Higher Primary School', 'Lifestyle International Pvt. Ltd', 'Srinivasa Enterprises', 'International Aerospace Manufacting pvt.ltd', 'Bravoventure India Private Limited', 'CGI', 'Replicon', 'Flipkart Internet Private Limited', 'Jda software pvt.limited', 'Savvis', 'Yemalur public library']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Water softening plant']",49.0,low,13.0755,77.6055,Kempapura,5915.409642,50L-1Cr,1000-1500 sqft
Kashi Kiran Mansion,west,2,Old,700.0,831.0,925.0,0.6,"['Prashanth Nagar Ganapati Temple', 'Corporation bank ATM', 'Chinmaya Dental Clinic', 'Hiremath Hospital', 'Sneha Horizon Hospital', 'Blooming Smiles Dental Clinic', 'Kamadhenu Hospital', 'Chethana Homeo Clinic', 'Vivus West Multi Speciality Hospital', 'Nandini Children Clinic', 'Dr. Banarji B H - Shoulder Specialist', 'Vanitha Child Care & Skin Clinic', 'Goverment Hospital Hosahalli', 'Bharathy Hospital', 'Vijayanagar ENT Care Centre', 'V P Ltd', 'Penta Care Ayurvedic Hospital', 'Happy Tooth', 'Sri Sai Dental Esthetic & Surgical Clinic', 'Dr. Satyaprakash Centre For Digestive and Liver Dise', 'Rishi Women and Child Clinic', 'Apple Dental Clinic', 'Padmavathi Hospital Bengaluru Urban', 'Dr. Nothesh Child Specialist', 'Anand Diagnostic Laboratory', 'Sri Raghavendra Medicals', 'Kottakkal Arya Vaidya Sala', 'Patanjali Arogya Kendra', 'Sri Ganesh Gandhi Medicals', 'Rishi Medicals', 'Khushal Medicals', 'Tejas Ayurvedic Center', 'Idbi bank', 'Union bank of india', 'Syndicate bank', 'Union bank of india', 'By Two Coffe', 'Amaravati Andhra Style', 'Vasudev Adigas', 'Spoorthy dosa point', 'Samudra', 'Five Star Chicken', 'The square plate', 'Ayodhya Food Line', 'Ayodhya Food Line', 'Polar Bear', 'Traffic Police Station', 'Cordial High School', 'Daily Needs Exim Pvt. Ltd.', 'Vijaynagar central library']","['Feng Shui / Vaastu Compliant', 'Water Storage']",36.0,low,12.9755,77.5355,Govindraja Nagar,6486.486486,50L-1Cr,< 1000 sqft
Kavitha Properties,east,4,Moderatly Old,2400.0,2852.0,3214.2,1.4,"['Nagawara metro station', 'Springfield A.G. Church', 'State bank of india ATM', 'State bank of india ATM', 'Andhra bank ATM', 'Sri Sai Hospital Bengaluru Urban', 'Good Shepherd Hospital', 'Chethana Eye Clinic', 'J M J Hospital Bengaluru Urban', 'Sakaria Healthcare Pvt. Ltd.', 'Reachh Homeopathy Clinic', 'Jawad ENT Clinic', 'Kripa Dental Clinic', 'Medicure Hospital', 'Sapthagiri Party Hall', 'MedPlus', 'Apollo Pharmacy', 'Total', 'Indian Oil', 'Indian Oil', 'Indian Oil', 'Axis bank', 'Hdfc bank', 'Canara bank', 'State bank of india', 'Muthoot finance bank', 'Icici bank', 'Axis bank', 'PVR', 'Coffee Day', 'Adyar Anand Bhavan', 'Zaica Dine & Wine', 'Baithaa', 'Malabar Food Court', 'La Zizone', 'Biryani House', 'Burwinger', 'Just A 1 Biryani Point', 'Udupi Park Deluxe', 'Ambur Hot Dum Biryani', 'Hotel New Karavali', 'Food Castle', 'Five Star', 'Ibaco', ""Domino's Pizza"", 'Cafe Coffee Day', 'Vbr pu college', 'Hennur Government School', 'HMR International School', 'Heritage International School']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",86.0,medium,13.0325,77.6415,5th Block HBR Layout,4355.671707,1Cr-1.5Cr,> 2500 sqft
Keerthi Chalet,east,2,Moderatly Old,925.0,1245.0,1477.0,1.08,"['Gethseman Sungji Church', 'Ganesha Temple', 'Hotel Little Imperial', 'Temple', 'Peniel Presbyterian Church', 'Sri Shakti Vinayaka Temple', 'Hdfc ATM', 'Axis bank ATM', 'Karunya Homoeopathy Centre', 'Geriatric Hospitals', ""People's Clinic"", 'Nava Chaithanya Clinic', 'Stroke Treatment Paralysis', ""Arjun's Child Care Clinic"", ""The Children's Clinic"", ""Women's Speciality Polyclinic"", 'Lifespan Diabetic Clinic', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Jaya Dental Clinic', 'Motherhoodclinic', 'Sri Venkateshwara Clinic', 'Maneet Poly Clinic', 'Shubham Ayurvedic Clinic', 'Cloudnine Hospital', 'Procare Hospital', 'Banasawadi Hospital', 'Ovum Birthing Centre', ""Shishuka Children's Speciality Hospital"", 'IMAX Clinic', 'VVCH Conference Hall', ""Maruthi Medical's"", 'Dava Sagar', 'Apollo', 'MedPlus', 'Maruthi Medicals', 'Trust Pharma', 'Karnataka bank', 'State bank of india', 'Ifun', 'Sweet Chariot Cafe', 'Chung Wak', 'Biryani House', 'Kalleshwari Rice corner', 'Little Imperial', 'Sri Krishna Bhawan', 'Chai', 'Cafe Coffee Day', 'Bhagini', 'OvenTreats - Patisserie.Bistro', 'Stylusinc']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",11.0,low,12.9055,77.5955,Coconut Grove Layout,7312.11916,1Cr-1.5Cr,1000-1500 sqft
Keerthi Flora,south,2,Moderatly Old,856.0,976.0,1040.0,0.61,"['Shaneeshwara Temple', 'Someshwara', 'Kaveramma Devalaya', 'Ayyappa Temple', 'Indian bankn ATM', 'Sbi atm - iimb campus', 'Anand Clinic', 'Akshara Eye Hospital', 'Rajashri Grandhim Hospitals', 'The Child Clinic', ""Vatsalya Chidren's Clinic"", 'Parimala Health Care', 'Parimala Speciality Hospital', 'Rainbow Children Hospital', 'All Smiles Dental Health Centre', 'Gayathri Dental Clinic', 'Narayana Hrudayalaya Dental Clinic', 'Shraddha Dental Care', 'Dr. Revathi Prasad', 'Anurag Medical Centre', 'MedPlus', 'Religare Wellness', 'State bank of india', 'State bank of india', 'Hdfc bank', 'IIM Auditorium', 'Elite Mess', 'Snack Corner', 'Chai-Unchai', 'Athicas Canteen', 'Kalpavruksha', 'Caffe Coffee Day', 'Yellow Submarine', 'Canteen', 'Subway', 'Cafe Coffee Day', ""Prabhakar's"", 'Sattvik Udupi Uphar', 'Mgs Infant LPS Bilekalli', 'GHPS Bilekalli', 'Dileep HPS Bilekalli', 'Ankith HPS Bilekalli', 'Shantinketan Trust Sch Bilekalli', 'Gnanaprakasham KHPS Bilekalli', 'Teresa Pub Sch Bilekahalli', 'Royal Convent HPS Bommana Hall', 'Blue Star Education Trust Bilekalli', 'Orchids The International School BTM', 'Little Millenium', 'Euro Kids']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']",22.0,low,12.9055,77.6055,Billekahalli,5865.384615,50L-1Cr,< 1000 sqft
Keerthi Royal Palms,south,2,Moderatly Old,1250.0,1485.0,1673.6,1.2,"['Metro, Bengaluru-Hosur Main Road', 'NH 48, Konappana Agrahara', 'PES University Electronic City Campus', 'VIBGYOR High School - Electronic City', 'Blossom Multi Speciality Hospital', 'Kempegowda International Airport', 'PESU ECC Cricket Ground', 'Play Factory, 2, 7, Hosur Rd']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.0,low,12.8855,77.6355,Begur,7170.172084,1Cr-1.5Cr,1000-1500 sqft
Kethana Eternal Blossom,east,3,Moderatly Old,,1353.0,1505.0,1.5,"['Temple', 'Temple', 'Shiva Temple', 'State bank of india ATM', 'Indicash ATM', 'Hdfc bank ATM', 'Axis bank ATM', 'Janani Clinic', 'Maruthi clinic', 'Bright Smiles Family dental Care', 'Dental Zone- Dentist in Bangalore', 'Multi-level Car Parking', ""Cisco Visitor's Parking"", 'Axis bank', 'Swati deluxe', 'Swathi', 'Sri Vishnu', 'Clubhouse Cafe', 'Pizza Hut', 'Jalsa Gold Restaurant', 'Float Rooftop Restaurant', ""Papa John's"", 'Bhagini', 'The Black Pearl', 'Food Court', 'Chulha Bhatti', 'Mast Biryani', 'Khan Saheb', 'The Island', ""Faaso's"", 'Fenix - Sunray Hotel', 'Bingo - Closed', 'ande ka funda', 'Geethanchali olypiad', 'Krishvi Gavakshi', 'New Horizon Gurukul', 'Orchids The International School Panathur', 'New Horizon College of Engineering', 'BGL 14', 'BGL 15', 'Harman', 'Savvis', 'Skelta Software', 'Applied Micro circuit India Pvt. Ltd.', 'Seagate Technology', 'Wells Fargo', 'KPMG Global Services', 'Quest Global', 'ValueLabs', 'EXL Service']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",39.0,low,13.0155,77.6655,Kaverappa Layout,9966.777409,1Cr-1.5Cr,1000-1500 sqft
Keya Life by The Lake,north,4,New Property,2801.0,3500.0,3920.0,4.02,"['The Galleria Mall', 'SH 104, Devin Paradise Enclave', 'The HDFC School, Bengaluru', 'East West College of Engineering', 'K K Hospital', 'Kempegowda Intl Airport Bengaluru', 'Yelahanka Junction']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",31.0,low,13.0755,77.6055,Jakkur,10255.10204,> 2Cr,> 2500 sqft
Keya Spring,south,3,Relatively New,1300.0,1500.0,1705.0,2.0,"['IIM Bengaluru Metro Station', 'Prime Spectrum Mall', 'NICE Ring Road (NH 48)', 'Bannerghatta Main Road', 'The Brigade School @ J P Nagar', 'Dayananda Sagar University', 'Camry Hospitals', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'AMR Tech Park', 'ibis Bengaluru']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",13.0,low,12.9055,77.5955,Venugopal Reddy Layout,11730.20528,1.5Cr-2Cr,1000-1500 sqft
Kgston,east,3,New Property,1100.0,1307.0,1472.99,1.1,"['Shani Mahatma Temple', 'Ganesha Temple', 'Icic bank ATM', 'Bank of india ATM', 'GSR Dental & Health Care', 'Amma Poly Clinic', 'Sri Krishna Ayurvedic Clinic', 'Vijaya Lakshmi Clinic', 'Smart Dental Clinic', 'Pooja Dental and Orthodontic Clinic', 'Sri Vinayaka Child Care Clinic', 'Health Plus Multi Speciality Hospital', 'Shanthinilaya Hospital', 'Swiss Medic Health Care', 'Thyrocare', 'Shree Clinic', 'Shyam ENT clinic', 'Indianova Heart Centre', 'Sri Ramakrishna Hospital Bengaluru Urban', 'Niswaras Homeopathy Clinic', 'Sri Balaji Polyclinic and Diagnostic Centr', 'Speciality Dental Clinic', 'Deepa Hospital', 'K R Puram Super Speciality Hospital', 'Sri Lakshmi Super Speciality Hospital', 'Patil Hospital', 'Sri Ragavendra Homeo Clinic', 'Sad Bydya Shala Ayurvedic Hospital', 'Healthy smiles dental clinic', 'Bhavani Skin & Cosmetology Clinic', 'Sri Ram Hospital', 'Patil Hospital Bengaluru Urban', 'Nimi dental bangalore', 'Sri Ram Netralaya and Surgical Centre', 'Sriram Hospital Bangalore', 'R R Hospital', 'Sree Manjunatha Medicals', 'Aditya Pharma', 'SLV medicals', 'Indian Medicals', 'Life Line Medicals & General Stores', 'Bharat Petroleum', 'State bank of india', 'Oriental bank of commerce', 'Tibet Kitchen', 'K.R Hotel', 'Dominos Pizza', 'Bhagini Residency', 'Garden City College', 'Cambridge Institute of Technolgy']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",44.0,low,12.9055,77.5955,Mukti Vinayaka Layout,7467.803583,1Cr-1.5Cr,1000-1500 sqft
Klassik Benchmark,south,3,Moderatly Old,1232.0,1466.0,1634.0,1.6,"['Islamia Institue Masjid', 'Cave Temple', 'Immaculate Conception Church', 'Temple', 'Sai Baba Temple', 'Sri Rama Temple', 'Bank of baroda ATM', 'Axis ATM', 'Sbi ATM', 'Yes bank ATM', 'Narayana Nethralaya', 'Myo Medex - Ace Speciality Clinic', 'Vasan Eye Care Hospital Bannergatta Road', 'Meenaakshi Convention Center', 'Ramdev medicals', 'krishna medicals', 'BMTC Bus Depot 34', 'Hulimavu Indian Oil Gastation', 'Bharat Petroleum', 'South indian bank', 'Canara bank', 'Central bank', 'State bank of india', 'Ujjivan bank', 'Central bank & atm', 'Cinepolis', 'BGS NPS Auditorium', 'Kalmane Koffees', 'Cafe Coffee Day', 'KFC', 'Rajdhani Thali', ""McDonald's"", 'Aharam - The Food Court', 'The Pint Room', 'Oye Amritsar', 'TGIF', ""Domino's Pizza"", 'S L V Bhavan', 'Sri Sai Sagar', 'Islamia Institute of Technology', 'GHPS Venugopal Nagar', 'Lords School', 'GMPS', 'Govt. School', 'Government School', 'Sri Ramakrishna C E Kendra Gottigere', 'Vidyakirana Public School Kothanur', 'Skalvi School', 'Janak Vidyalaya Bommana Halli Cmc', 'Classic Orchards Swimming Pool']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",92.0,medium,12.8855,77.5955,Bannerghatta Road,9791.921665,1.5Cr-2Cr,1000-1500 sqft
Kolte Patil I Towers Exente,south,3,Relatively New,1000.0,1200.0,1394.0,1.7,"['DMart Supermarket', 'NH-44', 'Silicon Valley High School', 'Vimalalaya Hospital', 'Heelalige Railway station', 'Infosys Limited', 'The Oterra Hotel']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",148.0,medium,12.8355,77.6555,Konappana Agrahara,12195.12195,1.5Cr-2Cr,1000-1500 sqft
Kolte Patil Lakeside 24,north,2,New Property,806.0,958.0,1079.67,0.45,"[('chaman bhartiya school', '4 km'), ('kannuru highway', '1.5 km'), ('bhartiya mall', '4.2 km'), ('the leela hotel', '4.3 km'), ('reva university', '3.4 km'), ('yelahanka railway station', '6.5 km'), ('embassy manyata business park', '9.6 km'), ('prestige augusta golf village', '10 km'), ('kempegowda international airport', '18.2 km'), ('courtyard bengaluru hebbal', '10.3 km'), ('fun world amusement park', '15.1 km'), ('m.chinnaswamy stadium', '17 km')]","['Reflexology Park', 'Gymnasium', 'Vastu Compliant', 'Jogging Track', 'Indoor Games', 'Yoga/Meditation Area', 'Flower Garden', 'Swimming Pool', 'Barbecue']",64.0,medium,13.0325,77.6415,Hennur Road,4167.940204,< 50L,< 1000 sqft
Kolte Patil Raaga,north,2,Relatively New,,1078.0,1214.91,0.92,"['Bhartiya Mall Of Bengaluru', 'Lulu International Shopping Malls', 'The Galleria Mall', 'KNS INSTITUTE OF TECHNOLOGY', 'REVA University', 'Millennium World School Bengaluru North', 'EuroSchool North Campus', 'Koshys Group of Institutions', 'DPS North', 'Vijaya Vittala Institute Of Technology', 'REGAL Kidney and Multi Specialty']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low,13.0325,77.6415,Hennur Road,7572.577393,50L-1Cr,1000-1500 sqft
Kolte Patil Surabhi,south,3,Old,,1659.0,1869.69,1.48,"['Someshwara', 'ECI Church', 'Shaneeshwara Temple', 'Madinanagar Mosque', 'Kaveramma Devalaya', 'Kerala Mosque', 'Indian bankn ATM', 'All Smiles Dental Health Centre', 'Dr. Revathi Prasad', 'Rainbow Children Hospital', 'Anurag Medical Centre', 'Akshara Eye Hospital', 'Parimala Health Care', 'Parimala Speciality Hospital', 'Ashya Clinic', 'Anand Clinic', 'Bharat Clinic', 'Parimala Health Care', 'Rajashri Grandhim Hospitals', ""Reddy's Pharma"", 'State bank of india', 'State bank of india', 'Axis bank', 'Kalpavruksha', 'Sattvik Udupi Uphar', 'Caffe Coffee Day', 'KFC & Nagarjuna', 'Nagarjuna Andhra Style', 'K.F.C', 'Elite Mess', 'Snack Corner', 'North Indian Restaurant', 'Yellow Submarine', 'Subway', 'Dominos Pizza', 'Royal Convent HPS Bommana Hall', 'Orchids The International School BTM', 'Ankith HPS Bilekalli', 'Gnanaprakasham KHPS Bilekalli', 'Shantinketan Trust Sch Bilekalli', 'GHPS Bilekalli', 'Hillside Public LPS Ns Palya B T M Layout W No 65', 'Mgs Infant LPS Bilekalli', 'GHPS NS Palya', 'Sri Balamuri Vidya Samste LPS B T M Layout W No 65', 'GLPS U Madina Nagar B T M Layout W No 65', 'Dileep HPS Bilekalli', 'BET Mahadeshwar Nagar', 'Star Ablaze Trust Sch B T M Layout W No 65', 'St Peter Ntm School Doresanipalya']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']",152.0,high,12.9055,77.5955,Ranka Colony,7915.750739,1Cr-1.5Cr,1500-2000 sqft
Komarla Brigade Residency,south,2,Old,1180.0,1402.0,1580.05,0.85,"['Chikkalasandra Raghavendra Swami Mutt', 'Shanimahatma Temple', 'Ganesha Mural', 'Karnataka bank ATM', 'Hdfc bank ATM', 'Axis bank ATM', 'Sbi state bank of india ATM', 'Canara bank ATM', 'Icici ATM', 'Corporation bank ATM', 'Icici bank ATM', 'Gowri Dental Clinic', 'GBY ENT Clinic', 'Root & Crown Dental Care', 'Ullas Clinic', 'Akshay Dental care', 'Diya Speciality Eye Care', 'Venkateshwara Clinic', 'Guru Raghavendra Clinic', 'Carewell Dental Clinic', ""Nandeesh's Dental Speciality"", 'C.S.Hospital', 'Nagaratna Clinic', ""St. Martha's Hospital"", 'Himalaya Medicals', 'Medplus', 'Guru Raghavendra Medical Store', 'Annapurna Drug House', 'Chikkalasandra Bus Stop', 'Jana Bharat Gas Agency', 'IOCL', 'Karnataka bank', 'Icici bank uttarahalli branch', 'Hdfc bank', 'Axis bank', 'Shanthi Sagar', 'South Grand', 'Goli', ""Kaggis' Bakery"", 'North Karanataka mess', ""Bramhi's Chat Shop"", 'Masala', 'Masala', 'Naksha Restaurant', 'Uttarahalli Biriyani House', 'Dominos', 'Taaza cake', 'Kona Kafe', 'Sri Chaitanya Techno School', 'Bangalore International Public School']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",17.0,low,12.9055,77.5955,Chikkalasandra,5379.576596,50L-1Cr,1000-1500 sqft
