bulit_area,zone_east,zone_north,zone_south,zone_west,construction_status,bhk_type,luxury_category,price_value
0.13279395900755125,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.5
0.11812297734627833,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.69
0.39557713052858684,1.0,0.0,0.0,0.0,2.0,3.0,1.0,6.85
0.17745415318230853,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.8
0.13495145631067962,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.2
0.11262135922330097,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.85
0.2348435814455232,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.2
0.04670981661272924,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
0.19029126213592235,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.3
0.07583603020496224,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.55
0.04692556634304207,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.35
0.07173678532901834,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.48
0.1853290183387271,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.55
0.2829557713052859,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.8
0.17562028047464942,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.3
0.07044228694714133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.65
0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.15
0.25976267529665586,0.0,1.0,0.0,0.0,4.0,2.0,1.0,2.72
0.10064724919093851,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.5
0.22653721682847897,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.6
0.28112189859762676,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.5
0.11574973031283711,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9
0.14541531823085221,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.85
0.10873786407766992,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.35
0.15889967637540453,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.79
0.10496224379719526,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.66
0.17680690399137003,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.4
0.1401294498381877,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.96
0.10722761596548006,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.69
0.07044228694714133,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.52
0.15145631067961166,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.73
0.3714131607335491,1.0,0.0,0.0,0.0,4.0,3.0,1.0,6.0
0.14379719525350595,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.46
0.1854368932038835,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0
